Date,Lineup Type,1,2,3,4,5,6,7,8,9,10,Proj
04-24-21,APPG,Start_Aaron_Nola,Start_Adam_Eaton,Start_Adolis_Garcia,Start_Brandon_Belt,Start_Buster_Posey,Start_Justin_Turner,Start_Mark_Canha,Start_Nick_Madrigal,Start_Nick_Maton,Start_Trevor_Bauer,121.8
04-24-21,pj_vO,Start_Aaron_Nola,Start_Adolis_Garcia,Start_Alec_Bohm,Start_Buster_Posey,Start_Mark_Canha,Start_Nate_Lowe,Start_Nick_Maton,Start_Nick_Solak,Start_Stephen_Piscotty,Start_Trevor_Bauer,127.86
04-24-21,APPG_1-6,Start_Aaron_Nola,Start_Adolis_Garcia,Start_Buster_Posey,Start_Eric_Hosmer,Start_Justin_Turner,Start_Kevin_Gausman,Start_Mark_Canha,Start_Nick_Solak,Start_Stephen_Piscotty,Start_Tim_Anderson,118.13
04-24-21,pj_vO_1-6,Start_Aaron_Nola,Start_Adolis_Garcia,Start_Buster_Posey,Start_Isiah_Kiner_Falefa,Start_Justin_Turner,Start_Kevin_Gausman,Start_Mark_Canha,Start_Matt_Olson,Start_Nick_Solak,Start_Stephen_Piscotty,124.03
04-24-21,APPG_1-5,Start_Aaron_Nola,Start_Adolis_Garcia,Start_Brandon_Belt,Start_DJ_Stewart,Start_J.T._Realmuto,Start_Jed_Lowrie,Start_Justin_Turner,Start_Kevin_Gausman,Start_Mark_Canha,Start_Tim_Anderson,114.69
04-24-21,pj_vO_1-5,Start_Aaron_Nola,Start_Adolis_Garcia,Start_DJ_Stewart,Start_Isiah_Kiner_Falefa,Start_J.T._Realmuto,Start_Kevin_Gausman,Start_Maikel_Franco,Start_Mark_Canha,Start_Nate_Lowe,Start_Nick_Solak,120.32999999999998
04-24-21,APPG_1-4,Start_Aaron_Nola,Start_Adolis_Garcia,Start_Brandon_Belt,Start_DJ_Stewart,Start_J.T._Realmuto,Start_Jed_Lowrie,Start_Justin_Turner,Start_Kevin_Gausman,Start_Mark_Canha,Start_Tim_Anderson,114.69
04-24-21,pj_vO_1-4,Start_Aaron_Nola,Start_Adolis_Garcia,Start_DJ_Stewart,Start_Isiah_Kiner_Falefa,Start_J.T._Realmuto,Start_Justin_Turner,Start_Kevin_Gausman,Start_Matt_Olson,Start_Nick_Solak,Start_Raimel_Tapia,119.92
04-24-21,APPGa,Start_Aaron_Nola,Start_Adam_Eaton,Start_Adolis_Garcia,Start_Brandon_Belt,Start_Buster_Posey,Start_Justin_Turner,Start_Mark_Canha,Start_Nick_Madrigal,Start_Nick_Maton,Start_Trevor_Bauer,121.8
04-24-21,APPGa_1-6,Start_Aaron_Nola,Start_Adolis_Garcia,Start_Buster_Posey,Start_Eric_Hosmer,Start_Justin_Turner,Start_Kevin_Gausman,Start_Mark_Canha,Start_Nick_Solak,Start_Stephen_Piscotty,Start_Tim_Anderson,118.13
04-24-21,APPGa_1-5,Start_Aaron_Nola,Start_Adolis_Garcia,Start_Brandon_Belt,Start_DJ_Stewart,Start_J.T._Realmuto,Start_Jed_Lowrie,Start_Justin_Turner,Start_Kevin_Gausman,Start_Mark_Canha,Start_Tim_Anderson,114.69
04-24-21,APPGa_1-4,Start_Aaron_Nola,Start_Adolis_Garcia,Start_Brandon_Belt,Start_DJ_Stewart,Start_J.T._Realmuto,Start_Jed_Lowrie,Start_Justin_Turner,Start_Kevin_Gausman,Start_Mark_Canha,Start_Tim_Anderson,114.69
04-24-21,pj_vOa,Start_Aaron_Nola,Start_Adolis_Garcia,Start_Alec_Bohm,Start_Buster_Posey,Start_Mark_Canha,Start_Nate_Lowe,Start_Nick_Maton,Start_Nick_Solak,Start_Stephen_Piscotty,Start_Trevor_Bauer,127.86
04-24-21,pj_vOa_1-6,Start_Aaron_Nola,Start_Adolis_Garcia,Start_Buster_Posey,Start_Isiah_Kiner_Falefa,Start_Justin_Turner,Start_Kevin_Gausman,Start_Mark_Canha,Start_Matt_Olson,Start_Nick_Solak,Start_Stephen_Piscotty,124.03
04-24-21,pj_vOa_1-5,Start_Aaron_Nola,Start_Adolis_Garcia,Start_DJ_Stewart,Start_Isiah_Kiner_Falefa,Start_J.T._Realmuto,Start_Kevin_Gausman,Start_Maikel_Franco,Start_Mark_Canha,Start_Nate_Lowe,Start_Nick_Solak,120.32999999999998
04-24-21,pj_vOa_1-4,Start_Aaron_Nola,Start_Adolis_Garcia,Start_DJ_Stewart,Start_Isiah_Kiner_Falefa,Start_J.T._Realmuto,Start_Justin_Turner,Start_Kevin_Gausman,Start_Matt_Olson,Start_Nick_Solak,Start_Raimel_Tapia,119.92
